Product Name,Category,Rating,Reviewer Name,Review
MAGGI Curry Noodles 73g,Noodles,4.0,Ajith A,safe package .... recommended ... thank you..
MAGGI Curry Noodles 73g,Noodles,4.0,Olivia P,good product 😋 yummy…
MAGGI Curry Noodles 73g,Noodles,5.0,Januka D,very fast shipping
MAGGI Curry Noodles 73g,Noodles,5.0,Vinu P,Product is as described. Packaging was done well and the shipping was done very promptly and received it very quickly. Extremely satisfied and I highly recommend this seller and product.
MAGGI Curry Noodles 73g,Noodles,3.0,Thamindu D,Very poor packing. One packet came punched.. They just send in a large cardboard box without proper packing. 
MAGGI Curry Noodles 73g,Noodles,5.0,Renuk D,Received in good condition. Packed really well. Fast delivery. Thanks for good service.
Wijaya Noodles 500g,Noodles,5.0,Kovarthanan P,All are in good condition. Box is a good protecting type. All are having new dates. Highly recommending Daraz.
Wijaya Noodles 500g,Noodles,5.0,Rukshan M,Safe delivery. Very long expire date. That is really good. I will buy again.
Wijaya Noodles 500g,Noodles,5.0,Nirosha K,Good product. Well packed and fast delivery. Highly recommended 🙂🙂
Wijaya Noodles 500g,Noodles,1.0,Lega S,Damaged noodles pack
Wijaya Noodles 500g,Noodles,4.0,Kanmani M,Good.. dry noodles does not get mushy if you happen to overcook.. 2nd time iam buying this product 
Wijaya Noodles 500g,Noodles,5.0,Saravanan M,"excellent product and worth for the money ,recommended"
Wijaya Noodles 500g,Noodles,5.0,Saavinda D,"my favorite product is wijaya product, always good, I recommend this product"
Wijaya Noodles 500g,Noodles,4.0,Dimantha N,"Highly recommend this store,well packed my order, Thanks"
Wijaya Noodles 500g,Noodles,5.0,Pasan K,Thanks a lot for the fresh batch of products. 
Wijaya Noodles 500g,Noodles,5.0,Amila A,good item fast shipping recommend to buy
Wijaya Noodles 500g,Noodles,5.0,Roshni N,quick delivery low price thank you daraz
Wijaya Noodles 500g,Noodles,5.0,Nilani K,Huge pack for this price. Good quality.
Wijaya Noodles 500g,Noodles,5.0,Nilwake A,wijaya products is best.thx daraz
Harischandra Plain Noodles 400G,Noodles,5.0,Shirani M,"Good quality, well packed and quick delivery."
Harischandra Plain Noodles 400G,Noodles,5.0,Imashi C,wow hirschandra product.easy way to buy this product
Harischandra Plain Noodles 400G,Noodles,3.0,Kalyani M,"It was packed well. The ants were sent in the courier service, the courier service partner is the last. Your parcel only comes in that direction, the distance is too far away. Ask if you want to leave the road and then take it, can you come and collect it. We pay the courier charges, if you don't, you don't have to accept the courier service."
Harischandra Plain Noodles 400G,Noodles,4.0,HP0,Superb delivery fast..... I hope good recommended Thank you so much your fast delivery
Harischandra Plain Noodles 400G,Noodles,4.0,Dhanuska S,Excellent Product! One of the best Harischandra Products!
Harischandra Plain Noodles 400G,Noodles,5.0,Pushpakumarana ,In good shape. thank you for the quick delivery.
Harischandra Plain Noodles 400G,Noodles,4.0,Trisha T,"Original, Fast shipping, well packed. "
Harischandra Plain Noodles 400G,Noodles,4.0,Oshini J,thank you for quick service 
Harischandra Plain Noodles 400G,Noodles,1.0,Shakeefa M,damaged one 
Harischandra Plain Noodles 400G,Noodles,2.0,Lalanka L,Price bit higher than normal
Harischandra Plain Noodles 400G,Noodles,4.0,Viknesh N,Good. Fast delivery
Harischandra Plain Noodles 400G,Noodles,5.0,Dulari T,well packed. deliver within one day. recommend
Harischandra Plain Noodles 400G,Noodles,5.0,Nirosha M,this is very tasty. my favourite
Fortune Sunflower Oil 05 Ltr,Cooking oil,1.0,Shivam,I haven't received my items. Fraud business.
Fortune Sunflower Oil 05 Ltr,Cooking oil,5.0,Shiyomi R,"I am really happy to reveived the parcel because no damage and leakage , it covered very tight. fast delivery as they delivered within two days worth of price and when i saw on advertisment at daraz (same picture), they delivered"
Fortune Sunflower Oil 05 Ltr,Cooking oil,5.0,Nazrun N,recvd early .good job.perfect packaging .worth buying.i recommend .this is my 2 nd bottle.
Fortune Sunflower Oil 05 Ltr,Cooking oil,5.0,B H C K,same as the picture.. super fast shipping.. very well packed.. thank you
Fortune Sunflower Oil 05 Ltr,Cooking oil,1.0,W P K,"Worst item I have ever received, after one moth it was changed like to a gum, not healthy product now it's like a binder gum still same colour but like a gum don't make food using this, This is not healthy 100% sure don't buy this this is not healthy, daraz need to get action for this if you sell products like this buyers stuck in very big troubles don't waste your money for this fake fake not healthy product"
Fortune Sunflower Oil 05 Ltr,Cooking oil,5.0,Kajan,I bought is oil more than five time because cheap one and quality oil cheaper than market value
Fortune Sunflower Oil 05 Ltr,Cooking oil,5.0,Muhammed M,"Received with Good Packaging, Fast Delivery, Highly Recommended Seller"
Fortune Sunflower Oil 05 Ltr,Cooking oil,5.0,An,good packaging and product 
Fortune Sunflower Oil 05 Ltr,Cooking oil,4.0,Gihan D,good and safety packings 
Fortune Sunflower Oil 05 Ltr,Cooking oil,5.0,Jeya,speed service. 
Fortune Sunflower Oil 05 Ltr,Cooking oil,5.0,Siyam ,in the current economic crisis this is the cheapest way to buy even groceries 
Fortune Sunflower Oil 05 Ltr,Cooking oil,3.0,Nickson N,product in good condition . well packed . quick delivery.
Fortune Sunflower Oil 05 Ltr,Cooking oil,2.0,David J,Daraz has to work on the delivery delay. Items are not delivered with in the promised delivery dates. 
Fortune Sunflower Oil 05 Ltr,Cooking oil,5.0,Amith ,"Very well packed and fast shipping , I’m satisfied with my order 😘"
Fortune Sunflower Oil 05 Ltr,Cooking oil,5.0,Abdul,packed very well very reasonable price Express delivery. superb 👍
Fortune Sunflower Oil 05 Ltr,Cooking oil,4.0,Mayura N,Quick delivery. Good packaging. Satisfied. 
Fortune Vegetable Oil 01 Ltr,Cooking oil,2.0,Piyumi,All the tins dented and distorted . Poor packing . no bubble wraps around .
Fortune Vegetable Oil 01 Ltr,Cooking oil,5.0,Bakeer M,this product price 800.00 but I have paid after offer 860.00 rupees 
Fortune Vegetable Oil 01 Ltr,Cooking oil,5.0,Miraj,very good packing i love it and very quickly delivery thank uh so much daraz
Fortune Vegetable Oil 01 Ltr,Cooking oil,1.0,Afra A,"extremely dissapointed, as i ordered this and another item from this seller, i made the payment, and the second it was done, i received a message from daraz saying my order was initiated for refund, the reason was because it was out of stock. because of the sellers mistake, i have to wait for 7 working days to recieve my refund. Very unfair and extremely dissapointed. please be careful when ordering from daraz. the seller is not responding to the messages and there no any other way of contacting him."
Fortune Vegetable Oil 01 Ltr,Cooking oil,5.0,Theva T,Super deal. Quality product. Thank you
Fortune Vegetable Oil 01 Ltr,Cooking oil,5.0,Silvi A,Best place to buy all grocery items with super discounts
Fortune Vegetable Oil 01 Ltr,Cooking oil,3.0,Sheron S,Packing was not good. My other packages also ruined. They sent an defective bottle cap. Oil was leaked everywhere.
Fortune Vegetable Oil 01 Ltr,Cooking oil,5.0,Chandu W,good packaging and quick delivery 
Fortune Vegetable Oil 01 Ltr,Cooking oil,5.0,Kajan,Very fast delivery with in 2days
Fortune Vegetable Oil 01 Ltr,Cooking oil,4.0,Malathy Y,it leaked little bit though it's sealed
Fortune Vegetable Oil 01 Ltr,Cooking oil,5.0,Mohamed R,good seller. safely arrived
Fortune Vegetable Oil 01 Ltr,Cooking oil,5.0,Atham L,Good quality packed well
Fortune Vegetable Oil 01 Ltr,Cooking oil,4.0,Geetha S,Service is awesome. And i received the good product. 
Fortune Vegetable Oil 01 Ltr,Cooking oil,5.0,Packyan,Fast delivery 😃 good seller 😃 thank you daraz ❤️
Fortune Vegetable Oil 01 Ltr,Cooking oil,5.0,Jerom,Next day delivery and quality produc
Fortune Coconut Oil 01 Ltr,Cooking oil,1.0,Sheron S,Packing was not good. My other packages also ruined. They sent an defective bottle cap. Oil was leaked everywhere. 
Fortune Coconut Oil 01 Ltr,Cooking oil,2.0,Fathima F,OKAY product!!
Fortune Coconut Oil 01 Ltr,Cooking oil,5.0,Sahayam A,Item delivered on time without any issues. Good item. 
Fortune Coconut Oil 01 Ltr,Cooking oil,5.0,Tamil,no any damage 👌👌
Fortune Coconut Oil 01 Ltr,Cooking oil,3.0,Rashika N,Higher price
Fortune Coconut Oil 01 Ltr,Cooking oil,5.0,Ash,Good product well packed
Fortune Coconut Oil 01 Ltr,Cooking oil,5.0,Gihan,“I love Daraz” Best shopping experience! Value for money Great customer service Amazing refund policy A wide range of goods… Thank you Daraz your service is good…
Fortune Coconut Oil 01 Ltr,Cooking oil,5.0,Murshath,Good product. I hope it's the lowest price in the market without compensating the quality.
Fortune Coconut Oil 01 Ltr,Cooking oil,4.0,Rasika D,"same price as keels , good quality."
Fortune Coconut Oil 01 Ltr,Cooking oil,5.0,Kushan H,cheaper than the market price. received within 4 days.
Fortune Coconut Oil 01 Ltr,Cooking oil,5.0,Cindy B,"Good product and packing , Thanks Daraz"
Fortune Coconut Oil 01 Ltr,Cooking oil,5.0,Slimy,Good price good product thanks fortune🤩
Fortune Coconut Oil 01 Ltr,Cooking oil,4.0,Sabra,Wrong price Oil price 800 Bill 910 Cheating me 
Fortune Coconut Oil 01 Ltr,Cooking oil,5.0,Keshani K,delevered soon.. good Delevary service
Fortune Coconut Oil 01 Ltr,Cooking oil,5.0,Dianne,Well packed. Happy with the product
Fortune Coconut Oil 01 Ltr,Cooking oil,4.0,Shamlan,Good packaging good quality nice offer thank you Daraz and seller 
Gravity Whole-Kernel Virgin Coconut Oil 2 Liter x Two Cans,Cooking oil,5.0,Angela N,Highly recommend this sellers products. Every purchase that I made super satisfied. this is my 6th order. Quality stuff. Neatly packed. Thanks seller and Daraz.
Gravity Whole-Kernel Virgin Coconut Oil 2 Liter x Two Cans,Cooking oil,5.0,Ishwarya,"good product, nice packing, oder arrived within 24 hours"
Gravity Whole-Kernel Virgin Coconut Oil 2 Liter x Two Cans,Cooking oil,5.0,ArunN,best products. smell is so good. safely packed and delivered on time . highly recommended . Thank you daraz .Thank you seller . happy about your service .⚘⚘
Gravity Whole-Kernel Virgin Coconut Oil 2 Liter x Two Cans,Cooking oil,5.0,Dhamika C,good packaging. fast delivery. Very good item!
Gravity Whole-Kernel Virgin Coconut Oil 2 Liter x Two Cans,Cooking oil,3.0,Waruna T,There is a leak in the package. 
Gravity Whole-Kernel Virgin Coconut Oil 2 Liter x Two Cans,Cooking oil,4.0,Binara D,very good product. highly recommend seller & customer service also excellent. when i received this there's a leak because of the delivery guy not put in the right side up. but after i contact the seller and he said he'll refund the money for my loss. agin thank you very much for your fast response and the quality of the product.
Gravity Whole-Kernel Virgin Coconut Oil 2 Liter x Two Cans,Cooking oil,4.0,Bonny,Product is excellent as always! I have ordered a couple of times before. Well packed and safely delivered. This time I ordered a two litre and received a five litre. I am perfectly happy with that but I would like to pay for the balance. Let me know how.
Gravity Whole-Kernel Virgin Coconut Oil 2 Liter x Two Cans,Cooking oil,4.0,Piyanthy J,On time delivery. Nice product.
Gravity Whole-Kernel Virgin Coconut Oil 2 Liter x Two Cans,Cooking oil,4.0,Inoka W,Excellent oil. But the packaging bottle needs to be remade as it leaks out a little bit. It happened earlier as well. But this is the best pure coconut oil in sri lanka. Thank you so much. 
Gravity Whole-Kernel Virgin Coconut Oil 2 Liter x Two Cans,Cooking oil,3.0,Diron,Good quality 
Gravity Whole-Kernel Virgin Coconut Oil 2 Liter x Two Cans,Cooking oil,5.0,Niranka P,"Unlike on previous ocassions ,this time the expiry date, manufacturing date & price not available in the back of the container. It is blank on the available place."
Gravity Whole-Kernel Virgin Coconut Oil 2 Liter x Two Cans,Cooking oil,5.0,Rani S,Excellent Product.This is my 2nd order and its taste and aroma is unmatched.recommended seller and product. 
Gravity Whole-Kernel Virgin Coconut Oil 2 Liter x Two Cans,Cooking oil,5.0,Damien D,Thank you for a v quick and prompt delivery. Awesome product as I've been using the same.for past 2 years or so. Hope that you will keep the high natural quality n standards without been money minded like most of SL COMPANIES AND PRODUCTS.
Gravity Whole-Kernel Virgin Coconut Oil 2 Liter x Two Cans,Cooking oil,3.0,Devanga,It kind a leaked but that ok so fresh product
Gravity Whole-Kernel Virgin Coconut Oil 2 Liter x Two Cans,Cooking oil,5.0,Harshani A,Thank you for a v quick and prompt delivery. Awesome product as I've been using the same.for past 2 years or so. Hope that you will keep the high natural quality n standards without been money minded like most of SL COMPANIES AND PRODUCTS.
Gravity Whole-Kernel Virgin Coconut Oil 2 Liter x Two Cans,Cooking oil,4.0,Hansika K,good product. smell is sooo good. Thanx alot eventhough it has packed safely oil has leaked. so it's better to concern more about packing.
Gravity Whole-Kernel Virgin Coconut Oil 2 Liter x Two Cans,Cooking oil,5.0,Ram T,we don't buy any other coconut oil anymore. tasted this only once. now we continue buying from them. amazing quality and taste.... good customer service as well. RECOMMEND seller.
Gravity Whole-Kernel Virgin Coconut Oil 2 Liter x Two Cans,Cooking oil,5.0,Achini W,Excellent product.Having Natural Coconut oil Aroma & Greate taste.recommended Product and seller.
Gravity Whole-Kernel Virgin Coconut Oil 2 Liter x Two Cans,Cooking oil,5.0,Abi N,Amazing smell. The oil is very clean. Will be ordering continuously hereafter... RECOMMEND seller.
Udhaya Krishna Agmark Ghee 100ml,Cooking oil,4.0,Aakash,Wonderful and deliver other products also so soon please . 
Udhaya Krishna Agmark Ghee 100ml,Cooking oil,4.0,Malar A,very gud gee oil gud smell and tasty...super
Udhaya Krishna Agmark Ghee 100ml,Cooking oil,5.0,Dharmasri K,received the delivery safe and fast. Seems to be good quality. Thanks!
Udhaya Krishna Agmark Ghee 100ml,Cooking oil,3.0,Pooja K,It smells good and good quality. But the cost is higher.
Udhaya Krishna Agmark Ghee 100ml,Cooking oil,3.0,Sayan P,very gud gee oil gud smell and tasty...super
Udhaya Krishna Agmark Ghee 100ml,Cooking oil,2.0,Sahara L,very teasti but price is high
Udhaya Krishna Agmark Ghee 100ml,Cooking oil,5.0,Piyanthi G,I have ordered this product many times.. good quality as always 👍
Udhaya Krishna Agmark Ghee 100ml,Cooking oil,5.0,Thushari ,"good quality product, smell also so good, thanks seller"
Udhaya Krishna Agmark Ghee 100ml,Cooking oil,1.0,Sinthu,not worth for this price
Udhaya Krishna Agmark Ghee 100ml,Cooking oil,4.0,Rasaiah,not worth for this price
Udhaya Krishna Agmark Ghee 100ml,Cooking oil,5.0,Jesan P,Finest Ghee in the Market. Nice smell and taste.
Udhaya Krishna Agmark Ghee 100ml,Cooking oil,5.0,Sammy G,World class product. highly recommended seller
Udhaya Krishna Agmark Ghee 100ml,Cooking oil,1.0,Pathma,this product is damage iam very upset
Udhaya Krishna Agmark Ghee 100ml,Cooking oil,4.0,Nilesh K,Still didn't taste. But the product is in good quality. Has a long expiry date. Thank you !
Udhaya Krishna Agmark Ghee 100ml,Cooking oil,5.0,Inoka W,Excellent ghee. Thank you. 
Udhaya Krishna Agmark Ghee 100ml,Cooking oil,5.0,Vithanage P,Excellent for healthy cooking. Genuine Seller
Bee Natural Organic Virgin Coconut Oil 1L,Cooking oil,5.0,Mihiranga F,Very good product. 🙂🙂🌹 This bottle was packed very carefully. 100% pure coconut oil. I highly recommend this product to everyone. Buy without fear. That coconut oil is like water. This coconut oil is 1000% purer than the yellow dirty coconut oil available in regular stores. I look forward to buying this coconut oil next time too. 👍👍👍
Bee Natural Organic Virgin Coconut Oil 1L,Cooking oil,5.0,Manesh,I highly recommend Bee Natural Organic Virgin Coconut Oil .Very good quality products reasonably priced and nice packaging . It has a good coconut scent and flavor. I recommend it to everyone to try it as you will buy more and I will buy more products from this seller in the future😊
Bee Natural Organic Virgin Coconut Oil 1L,Cooking oil,1.0,Madhuranga S,Unsatisfied!
Bee Natural Organic Virgin Coconut Oil 1L,Cooking oil,5.0,Nadini,superb nice taste. oil getting superb good smells nice tnx ur service all things satisfied superb. recommended ladies. superb product buying this oil superb 👍👌❤️💕❤️❤️❤️💯
Bee Natural Organic Virgin Coconut Oil 1L,Cooking oil,1.0,Ravindu R,Ordered Bee Natural Organic Virgin Coconut Oil. Instead received Bertini blended olive oil.
Bee Natural Organic Virgin Coconut Oil 1L,Cooking oil,3.0,Aharani,Items were received well packed.However one bottle was found hazy in color and with some sediments
Bee Natural Organic Virgin Coconut Oil 1L,Cooking oil,5.0,Lara D,This is my second order. Extremely excellent product. This is one of the best coconut oil brands in the world. I urge you all to buy this without any hesitation. 🤟🤟❤️❤️
Bee Natural Organic Virgin Coconut Oil 1L,Cooking oil,2.0,Srihana F,Brand is different to what’s shown on the pic. But it’s fine. 
Bee Natural Organic Virgin Coconut Oil 1L,Cooking oil,5.0,Farhan A,"Amazing products, next day delivery. Highly recommend. Buying on days with store discount and credit card discount is a steal."
Bee Natural Organic Virgin Coconut Oil 1L,Cooking oil,4.0,Gana L,WoW 🤩 Well packed! Excellent product with high quality! 👍🏻 Highly satisfied 👍🏻 Highly recommended! Good luck! ❤️
Bee Natural Organic Virgin Coconut Oil 1L,Cooking oil,5.0,Menaka N,product was delivered within 24hrs. bubble wrapped and boxed. would like it if an option could be given to do away with the extra plastic. no complaints on the product .
Bee Natural Organic Virgin Coconut Oil 1L,Cooking oil,5.0,Vithanage P,great. worth every drop
Bee Natural Organic Virgin Coconut Oil 1L,Cooking oil,4.0,Sana,Organic certified and Premium Quality product 💜. Safely packed all in one package 😃 Highly recommend for all.
Bee Natural Organic Virgin Coconut Oil 1L,Cooking oil,4.0,Eranga K,This is my 2nd order.Thank you for the good quality products
Bee Natural Organic Virgin Coconut Oil 1L,Cooking oil,2.0,Eesha L,Complete different product than the offered Very bad oil quality and comunicación with seller.
Bee Natural Organic Virgin Coconut Oil 1L,Cooking oil,3.0,Tresha ,"can see some particles inside,inside its pack is dirty & dusty"
Bee Natural Organic Virgin Coconut Oil 1L,Cooking oil,5.0,Talan E,One of the best product that I’ve ever experienced in Sri Lanka. Highly recommended this to anyone. 
Bee Natural Organic Virgin Coconut Oil 1L,Cooking oil,5.0,Percy S,Product is great. Perfectly packed and delivered on time. Expiry date is next year. I don't find any discrepancies between the product and the advertisement.
Bee Natural Organic Virgin Coconut Oil 1L,Cooking oil,5.0,Nadeeka K,Excellent quality product.....Excellent quality product😍Best organic virgin coconut oil I have used. Highly Recommended 👍🏻👍🏻 Good Luck!
Extra Virgin Olive Oil 1L DANTE Made in Italy,Cooking oil,5.0,Aysha M,Very good product. 100% Pure Olive Oil. I would highly recommend this product to anyone. It also contains a very nice smell. 🙂🙂👍👍
Extra Virgin Olive Oil 1L DANTE Made in Italy,Cooking oil,3.0,Samantha L,"It's good, but I've started to notice a perfume-like taste that is off putting. It's also a bit bitter. I lived in Portugal, so I know good olive oil. This is just ok. Not great."
Extra Virgin Olive Oil 1L DANTE Made in Italy,Cooking oil,5.0,Sasmin A,It's a super packing too. Stomach dead❤️😋
Extra Virgin Olive Oil 1L DANTE Made in Italy,Cooking oil,5.0,Quincy ,Very helpful supplier. Quickly responded to the messages. DANTE brand was not available but sent a different one after confirming with me. Reliable supplier. Thank you!
Extra Virgin Olive Oil 1L DANTE Made in Italy,Cooking oil,4.0,Rajesh,The seller did not have Dante brand in stock. He offered me three alternative brands. I chose one of them. very responsive seller. The cap of the bottle I received was dented. seller kindly offered to return it if I was worried. but I took a chance and unscrewed the cap. There was a plastic stopper inside and it was well intact. only issue is that it is supposed to expire in another five months. Usually ones with long expiry dates are more expensive in the local market. Because of this short expiry the seller can offer it at Walmart price. Seller has covered the bottle with a lot of bubble wrap. Therefore the dent might have been there when it was packed. But still it is worth as I may use it soon. The seller is very responsive and responsible. Therefore him and the product are recommended. But suggest to be more careful during inspection before packing the item.
Extra Virgin Olive Oil 1L DANTE Made in Italy,Cooking oil,1.0,Pravin,They are sending a fake low quality brand. This is not good. Take a look at this post about the low quality brand seloolive.com/blogs/olive-oil/fake-olive-oil-brands
Extra Virgin Olive Oil 1L DANTE Made in Italy,Cooking oil,3.0,Banu S,I ordered this product but received another olive oil
Extra Virgin Olive Oil 1L DANTE Made in Italy,Cooking oil,4.0,Mervin D,excellent item. Well packaged and delivered within 3 days thanks daraz and seller 
Extra Virgin Olive Oil 1L DANTE Made in Italy,Cooking oil,4.0,Dinithi L,It was delivered fast and well packed. The product is in good quality too. Thanks!!
Extra Virgin Olive Oil 1L DANTE Made in Italy,Cooking oil,5.0,Pasan P,Recieved well-placed and also the quality is up to standards. Thank you !
Extra Virgin Olive Oil 1L DANTE Made in Italy,Cooking oil,1.0,Julian K,Item not as what you advertised. Different brand names.
Extra Virgin Olive Oil 1L DANTE Made in Italy,Cooking oil,2.0,Nishantha P,Damaged.!
Extra Virgin Olive Oil 1L DANTE Made in Italy,Cooking oil,4.0,Ieya Y,"Thank you for fast delivery, good communication with the customer "
Extra Virgin Olive Oil 1L DANTE Made in Italy,Cooking oil,5.0,Manuja K,good product ❤️ recommend this product 😍😍😍waww 🙏🙏thanks ❤️
Extra Virgin Olive Oil 1L DANTE Made in Italy,Cooking oil,5.0,Thinesh,Hey this was a high quality product and really enjoyed.
Extra Virgin Olive Oil 1L DANTE Made in Italy,Cooking oil,5.0,Danika C,I've been buying olive oil from supermarkets for many years and then I found this here in Daraz. This is one of the better olive oils I found in Sri Lanka. Great taste. Thank you Italian Mart! 
"Pure Organic Sesame Oil ,Gingelly Oil or Til Oil Natural Ayurveda Oil 375 ML",Cooking oil,4.0,Chamath A,"decently packed, thank you"
"Pure Organic Sesame Oil ,Gingelly Oil or Til Oil Natural Ayurveda Oil 375 ML",Cooking oil,4.0,Gayani D,It was very well packed. Oil is also very good. 👍
"Pure Organic Sesame Oil ,Gingelly Oil or Til Oil Natural Ayurveda Oil 375 ML",Cooking oil,4.0,Ambika A,Quick delivery with safe packing. Expiry date also in far long period. 
"Pure Organic Sesame Oil ,Gingelly Oil or Til Oil Natural Ayurveda Oil 375 ML",Cooking oil,3.0,Shamini F,"as per expectation, good product.. safely packed and delivered"
"Pure Organic Sesame Oil ,Gingelly Oil or Til Oil Natural Ayurveda Oil 375 ML",Cooking oil,5.0,Nilaf M,Got the opportunity to buy with a special rate with 10% from credit card offer. Fantastic offer 
"Pure Organic Sesame Oil ,Gingelly Oil or Til Oil Natural Ayurveda Oil 375 ML",Cooking oil,5.0,Reshmi,"Thank you, safely packed.. thanks"
"Pure Organic Sesame Oil ,Gingelly Oil or Til Oil Natural Ayurveda Oil 375 ML",Cooking oil,5.0,Supun V,Got my package..Quick delivery and had wrap it safely...Let's see the result after using these products ..😊👍
"Pure Organic Sesame Oil ,Gingelly Oil or Til Oil Natural Ayurveda Oil 375 ML",Cooking oil,5.0,Dilki N,This is my 3rd bottle from this seller. excellent packaging and very happy with the product 
"Pure Organic Sesame Oil ,Gingelly Oil or Til Oil Natural Ayurveda Oil 375 ML",Cooking oil,2.0,Vimal R,Fast delivery and very satisfied with the product🔥
"Pure Organic Sesame Oil ,Gingelly Oil or Til Oil Natural Ayurveda Oil 375 ML",Cooking oil,3.0,Azmy A,Very disappointed for delivery 
"Pure Organic Sesame Oil ,Gingelly Oil or Til Oil Natural Ayurveda Oil 375 ML",Cooking oil,1.0,Vinoth K,the bottle was in leak
"Pure Organic Sesame Oil ,Gingelly Oil or Til Oil Natural Ayurveda Oil 375 ML",Cooking oil,4.0,Kobal ,Genuine Product
Wijaya White Rice Flour 1Kg,Herbs & Spices,5.0,Saldin,The items were packed well. Got it for reasonable price. Don't know why the shipping cost so high and not allow us to select a hub to collect the stuff. I have been purchasing from daraz for long time now More than the item the shipping is very high please think about the customer.
Wijaya White Rice Flour 1Kg,Herbs & Spices,5.0,Praveen,"The item was the same as the description.No damages. But they have put the soaps in to the same box , that was really very disappointed. luckily the soap scent didn't effect the food items. please next time separate these items send us"
Wijaya White Rice Flour 1Kg,Herbs & Spices,3.0,Xavier T,packet is damaged. kindly refund or replace with new packet.
Wijaya White Rice Flour 1Kg,Herbs & Spices,4.0,Udhaya,safe packaging and delivered on time .we are satisfied with daraz. highly recommend .👍👍
Wijaya White Rice Flour 1Kg,Herbs & Spices,5.0,Hemantha F,quality product.cheap price.safety packaging. I recommend this item.thank you Daraz.
Wijaya White Rice Flour 1Kg,Herbs & Spices,5.0,Chathura W,I got my order today. best products and best price . It's cheaper than from local retail stores. nicely packed and free delivered. Thank you daraz.☺☺
Wijaya White Rice Flour 1Kg,Herbs & Spices,4.0,Chithra C,Good product for a fair price and gave a considerable discount so it was cheaper than buying from a grocery store. Thanks
Wijaya White Rice Flour 1Kg,Herbs & Spices,1.0,Melinda S,bad packing
Wijaya White Rice Flour 1Kg,Herbs & Spices,1.0,JP,Poor packaging. Half of the flour is wasted on the box. 
Wijaya White Rice Flour 1Kg,Herbs & Spices,5.0,Mohan M,I received my order . best offer. well packed and best products. Thank you very much 
Wijaya White Rice Flour 1Kg,Herbs & Spices,2.0,Sathish,I've been damaged twice. The flour is scattered. Pack it well and send it back. 
Wijaya White Rice Flour 1Kg,Herbs & Spices,5.0,Saran S,Order Placed with other Dmart items on the “Rush Hour” 4pm-5pm and I got huge discounts on because I Collected lot of Daraz Vouchers before 11.11.2021. Also Got Free Delivery. Delivered items fast and safely. Big thanks to Daraz team and Wijaya Team. Wishing you both companies a lot of success.
Wijaya White Rice Flour 1Kg,Herbs & Spices,4.0,Tharushi S,"Good quality, best price, Well Packing & Recommended."
Wijaya White Rice Flour 1Kg,Herbs & Spices,5.0,Raveena,Good product.I made string hoppers and hoppers from this product. I have got discounts from daraz.Thanks daraz
Wijaya White Rice Flour 1Kg,Herbs & Spices,4.0,Ashok,best products in Sri lanka. really appreciate the discount . safely packed and delivered on time . Thank you daraz . Thank you seller .😊😊😊
"Knorr Seasoning Cubes Pantry Pack, 60g",Herbs & Spices,5.0,Chathu K,"Product quality is excellent... Newly manufactured and fresh, expiry date is not even closer... Original product directly from official store of the company... Unbelievable price with a good discount from daraz and credit card... Definitely worth for the money... Packaging was perfect and no damages what so ever... Shipped within a day to Matale... Seller and the item highly recommended..."
"Knorr Seasoning Cubes Pantry Pack, 60g",Herbs & Spices,5.0,Dinusha T,Thanks Daraz. Really well packed as always. Happy buying.
"Knorr Seasoning Cubes Pantry Pack, 60g",Herbs & Spices,5.0,Kasun C,"Items received. Well packed, Delivered on Next day. ❤️ Daraz "
"Knorr Seasoning Cubes Pantry Pack, 60g",Herbs & Spices,4.0,Afzan ,Delivery date was 28th to 31st March. Received goods on 25th. Extremely satisfied. Will be definitely recommend this seller.
"Knorr Seasoning Cubes Pantry Pack, 60g",Herbs & Spices,1.0,Shanth,A thick white paper listing ingredients was stuck on the entire back of the packet covering the expiry date. I could not peel it off so I was not happy with my purchase.
"Knorr Seasoning Cubes Pantry Pack, 60g",Herbs & Spices,2.0,Rajeev,The product I received doesn't smell or taste like Nigerian knorr cubes. The packaging was also different. Maybe it's the new branding but what I got had some pot of beef stew on the outer cover and doesn't have any smell or taste at all.
"Knorr Seasoning Cubes Pantry Pack, 60g",Herbs & Spices,5.0,Shehan,"my kitchen master, I used every day good price and discount "
"Knorr Seasoning Cubes Pantry Pack, 60g",Herbs & Spices,4.0,Nadhini,Very cheap. Well packed. Received safely. Thank you very much.
"Knorr Seasoning Cubes Pantry Pack, 60g",Herbs & Spices,4.0,Maxci D,Loved knorr chicken flavour maggi cubes. Made in Nigeria and gives your ingredients an immense amount of flavour! I love it. Will def order again
"Knorr Seasoning Cubes Pantry Pack, 60g",Herbs & Spices,5.0,Thilanga E,Loved knorr chicken flavour maggi cubes. Made in Nigeria and gives your ingredients an immense amount of flavour! I love it. Will def order again
"Knorr Seasoning Cubes Pantry Pack, 60g",Herbs & Spices,5.0,Kanaka,Was in excellent condition when delivered 
"Knorr Seasoning Cubes Pantry Pack, 60g",Herbs & Spices,5.0,Nilusha H,Came packed well thanks daraz
Sakthi Garam Masala 50g,Herbs & Spices,5.0,Anula A,Very good product. 🤘🤘 Very well packaged. A very reasonable product for the price I paid. 🙂 I look forward to continuing to deal with you. I highly recommend this product to everyone.💯💯👍
