Product Name,Category,Rating,Reviewer Name,Review,Review_without_emoji,preprocess_text,preprocess_text1
Harpic Toilet Cleaner Liquid with Power Plus 10/10 Stain Removal 750ml Original,Cleaning,4.0,Yuvan F,I ordered with some other goods. but this one is leak and absorb to some other. otherwise satisfied packing and prices.,I ordered with some other goods. but this one is leak and absorb to some other. otherwise satisfied packing and prices.,i ordered with some other goods but this one is leak and absorb to some other otherwise satisfied packing and prices,"['ordered', 'goods', 'one', 'leak', 'absorb', 'otherwise', 'satisfied', 'packing', 'prices']"
Harpic Toilet Cleaner Liquid with Power Plus 10/10 Stain Removal 750ml Original,Cleaning,5.0,Vimukthi H,i ordered 1 but received 2 ,i ordered 1 but received 2 ,i ordered 1 but received 2 ,"['ordered', '1', 'received', '2']"
Harpic Toilet Cleaner Liquid with Power Plus 10/10 Stain Removal 750ml Original,Cleaning,4.0,Ellan Q,Good product. Slight leakage when receiving. ,Good product. Slight leakage when receiving. ,good product slight leakage when receiving ,"['good', 'product', 'slight', 'leakage', 'receiving']"
Harpic Toilet Cleaner Liquid with Power Plus 10/10 Stain Removal 750ml Original,Cleaning,5.0,Dameera W,Well packed.. No leaks.. Expiray date 2023.. Delivered within 24 hrs from order..,Well packed.. No leaks.. Expiray date 2023.. Delivered within 24 hrs from order..,well packed no leaks expiray date 2023 delivered within 24 hrs from order,"['well', 'packed', 'leaks', 'expiray', 'date', '2023', 'delivered', 'within', '24', 'hrs', 'order']"
Harpic Toilet Cleaner Liquid with Power Plus 10/10 Stain Removal 750ml Original,Cleaning,5.0,Renuka C,Discounted price + fast delivery . Thank you daraz.,Discounted price + fast delivery . Thank you daraz.,discounted price  fast delivery  thank you daraz,"['discounted', 'price', 'fast', 'delivery', 'thank', 'daraz']"
Harpic Toilet Cleaner Liquid with Power Plus 10/10 Stain Removal 750ml Original,Cleaning,5.0,Thisa K,"Spilled a bit when delivered , still it was k","Spilled a bit when delivered , still it was k",spilled a bit when delivered  still it was k,"['spilled', 'bit', 'delivered', 'still', 'k']"
"Vim Dishwash Liquid, 250ml",Cleaning,5.0,Sanchana F,Thank You! Fast Shipping. Nicely packed.,Thank You! Fast Shipping. Nicely packed.,thank you fast shipping nicely packed,"['thank', 'fast', 'shipping', 'nicely', 'packed']"
"Vim Dishwash Liquid, 250ml",Cleaning,5.0,Chamila F,Amazing was packed very well👌,Amazing was packed very wellOK hand,amazing was packed very wellok hand,"['amazing', 'packed', 'wellok', 'hand']"
"Vim Dishwash Liquid, 250ml",Cleaning,4.0,Rumaisa,good.. well packed,good.. well packed,good well packed,"['good', 'well', 'packed']"
"Vim Dishwash Liquid, 250ml",Cleaning,5.0,Thisuri T,very fast delivery and good services . Thank you nice shopping experience .😊😊,very fast delivery and good services . Thank you nice shopping experience .smiling face with smiling eyessmiling face with smiling eyes,very fast delivery and good services  thank you nice shopping experience smiling face with smiling eyessmiling face with smiling eyes,"['fast', 'delivery', 'good', 'services', 'thank', 'nice', 'shopping', 'experience', 'smiling', 'face', 'smiling', 'eyessmiling', 'face', 'smiling', 'eyes']"
"Vim Dishwash Liquid, 250ml",Cleaning,3.0,Nishantha D,Nothing much to say about this product as it is a regular product which is commonly available in the market .,Nothing much to say about this product as it is a regular product which is commonly available in the market .,nothing much to say about this product as it is a regular product which is commonly available in the market ,"['nothing', 'much', 'say', 'product', 'regular', 'product', 'commonly', 'available', 'market']"
"Vim Dishwash Liquid, 250ml",Cleaning,3.0,Jeewan C,Quick delivery with efficient service.Product as described. Well Packed.,Quick delivery with efficient service.Product as described. Well Packed.,quick delivery with efficient serviceproduct as described well packed,"['quick', 'delivery', 'efficient', 'serviceproduct', 'described', 'well', 'packed']"
"Vim Dishwash Liquid, 250ml",Cleaning,5.0,Puya S,Nicely packaged.Thank you.,Nicely packaged.Thank you.,nicely packagedthank you,"['nicely', 'packagedthank']"
"Vim Dishwash Liquid, 250ml",Cleaning,1.0,Sahan B,130/= for 120/=.,130/= for 120/=.,130/ for 120/,"['130/', '120/']"
"Vim Dishwash Liquid, 250ml",Cleaning,4.0,Kaja E,"Good quality, also very well packed and delivered very fast by dMart and Unilever","Good quality, also very well packed and delivered very fast by dMart and Unilever",good quality also very well packed and delivered very fast by dmart and unilever,"['good', 'quality', 'also', 'well', 'packed', 'delivered', 'fast', 'dmart', 'unilever']"
"Vim Dishwash Liquid, 250ml",Cleaning,5.0,Vindi F,It's good quality. Come within 3 days,It's good quality. Come within 3 days,its good quality come within 3 days,"['good', 'quality', 'come', 'within', '3', 'days']"
"Vim Dishwash Liquid, 250ml",Cleaning,5.0,Shanu L,no damage.well packed..good delivery happy customer thank u,no damage.well packed..good delivery happy customer thank u,no damagewell packedgood delivery happy customer thank u,"['damagewell', 'packedgood', 'delivery', 'happy', 'customer', 'thank', 'u']"
"Vim Dishwash Liquid, 250ml",Cleaning,5.0,Chaminda K,fast delivery ... thanks... well packing ....,fast delivery ... thanks... well packing ....,fast delivery  thanks well packing ,"['fast', 'delivery', 'thanks', 'well', 'packing']"
"Vim Dishwash Liquid, 250ml",Cleaning,5.0,Gunam I,"Good product, really excited 😆 ","Good product, really excited grinning squinting face ",good product really excited grinning squinting face ,"['good', 'product', 'really', 'excited', 'grinning', 'squinting', 'face']"
"Vim Dishwash Liquid, 250ml",Cleaning,5.0,Thushyanthy T,Fast shipping and best price ,Fast shipping and best price ,fast shipping and best price ,"['fast', 'shipping', 'best', 'price']"
"Vim Dishwash Liquid, 250ml",Cleaning,5.0,Shivin B,super but box is to larg,super but box is to larg,super but box is to larg,"['super', 'box', 'larg']"
"Vim Dishwash Liquid, 250ml",Cleaning,4.0, dilanthi,Good packing Good service,Good packing Good service,good packing good service,"['good', 'packing', 'good', 'service']"
Lysol Disinfectant Surface & Floor Cleaner Liquid Pine 200ml,Cleaning,5.0,Sainika S,Well packed and good service ,Well packed and good service ,well packed and good service ,"['well', 'packed', 'good', 'service']"
Lysol Disinfectant Surface & Floor Cleaner Liquid Pine 200ml,Cleaning,5.0,Jeeva suman,good quility.good price,good quility.good price,good quilitygood price,"['good', 'quilitygood', 'price']"
Lysol Disinfectant Surface & Floor Cleaner Liquid Pine 200ml,Cleaning,5.0,Dr. S,Quick Delivery Good service really Happy thank u so much daraz 😍❤️,Quick Delivery Good service really Happy thank u so much daraz smiling face with heart-eyesred heart,quick delivery good service really happy thank u so much daraz smiling face with hearteyesred heart,"['quick', 'delivery', 'good', 'service', 'really', 'happy', 'thank', 'u', 'much', 'daraz', 'smiling', 'face', 'hearteyesred', 'heart']"
Lysol Disinfectant Surface & Floor Cleaner Liquid Pine 200ml,Cleaning,5.0,M.S,good item promotional price good packing send without damages ,good item promotional price good packing send without damages ,good item promotional price good packing send without damages ,"['good', 'item', 'promotional', 'price', 'good', 'packing', 'send', 'without', 'damages']"
Lysol Disinfectant Surface & Floor Cleaner Liquid Pine 200ml,Cleaning,3.0,P L,There was a leak from the lid of one bottle ,There was a leak from the lid of one bottle ,there was a leak from the lid of one bottle ,"['leak', 'lid', 'one', 'bottle']"
Lysol Disinfectant Surface & Floor Cleaner Liquid Pine 200ml,Cleaning,4.0,Shanaka S,fast delivery and well packed.thank you daraz,fast delivery and well packed.thank you daraz,fast delivery and well packedthank you daraz,"['fast', 'delivery', 'well', 'packedthank', 'daraz']"
Lysol Disinfectant Surface & Floor Cleaner Liquid Pine 200ml,Cleaning,1.0,Fathima H,bottle was leaked. very disappointed ,bottle was leaked. very disappointed ,bottle was leaked very disappointed ,"['bottle', 'leaked', 'disappointed']"
Lysol Disinfectant Surface & Floor Cleaner Liquid Pine 200ml,Cleaning,4.0,Prabath J,Good packing. shipping in time.,Good packing. shipping in time.,good packing shipping in time,"['good', 'packing', 'shipping', 'time']"
Lysol Disinfectant Surface & Floor Cleaner Liquid Pine 200ml,Cleaning,4.0,Mohan,satisfied with the item,satisfied with the item,satisfied with the item,"['satisfied', 'item']"
Lysol Disinfectant Surface & Floor Cleaner Liquid Pine 200ml,Cleaning,2.0,Mohamed R,1/10 of Lysol was spilled Packing is very poor.,1/10 of Lysol was spilled Packing is very poor.,1/10 of lysol was spilled packing is very poor,"['1/10', 'lysol', 'spilled', 'packing', 'poor']"
Lysol Disinfectant Surface & Floor Cleaner Liquid Pine 200ml,Cleaning,5.0,F Shifara,"Received very fast, , affordable price lower than the market but the product cap was broken and split some liquid when received, recommend the seller to seal and check the bottle cap before packing","Received very fast, , affordable price lower than the market but the product cap was broken and split some liquid when received, recommend the seller to seal and check the bottle cap before packing",received very fast  affordable price lower than the market but the product cap was broken and split some liquid when received recommend the seller to seal and check the bottle cap before packing,"['received', 'fast', 'affordable', 'price', 'lower', 'market', 'product', 'cap', 'broken', 'split', 'liquid', 'received', 'recommend', 'seller', 'seal', 'check', 'bottle', 'cap', 'packing']"
Lysol Disinfectant Surface & Floor Cleaner Liquid Pine 200ml,Cleaning,4.0,hashini R,Not same as picture and price too high than label. But when ask refund they accept and refunded without take product.,Not same as picture and price too high than label. But when ask refund they accept and refunded without take product.,not same as picture and price too high than label but when ask refund they accept and refunded without take product,"['picture', 'price', 'high', 'label', 'ask', 'refund', 'accept', 'refunded', 'without', 'take', 'product']"
Lysol Disinfectant Surface & Floor Cleaner Liquid Pine 200ml,Cleaning,5.0,Senuka M,The Best Product.Delivered items fast and safely .Big thanks to Daraz team & Reckitt team. Wishing you both companies a lot of success.,The Best Product.Delivered items fast and safely .Big thanks to Daraz team & Reckitt team. Wishing you both companies a lot of success.,the best productdelivered items fast and safely big thanks to daraz team  reckitt team wishing you both companies a lot of success,"['best', 'productdelivered', 'items', 'fast', 'safely', 'big', 'thanks', 'daraz', 'team', 'reckitt', 'team', 'wishing', 'companies', 'lot', 'success']"
Lysol Disinfectant Surface & Floor Cleaner Liquid Pine 200ml,Cleaning,5.0,Aruvi P,cheap & good.fast delivery too.,cheap & good.fast delivery too.,cheap  goodfast delivery too,"['cheap', 'goodfast', 'delivery']"
Dettol Antibacterial Surface Disinfectant Spray 500Ml,Cleaning,5.0,Iran,I love the product. However not impressed with the packaging. Not came in a box. There was a small leak.It wasn’t bad but disappointing to open the pack and see the liquid everywhere.,I love the product. However not impressed with the packaging. Not came in a box. There was a small leak.It wasn’t bad but disappointing to open the pack and see the liquid everywhere.,i love the product however not impressed with the packaging not came in a box there was a small leakit wasnt bad but disappointing to open the pack and see the liquid everywhere,"['love', 'product', 'however', 'impressed', 'packaging', 'came', 'box', 'small', 'leakit', 'wasnt', 'bad', 'disappointing', 'open', 'pack', 'see', 'liquid', 'everywhere']"
Dettol Antibacterial Surface Disinfectant Spray 500Ml,Cleaning,5.0,Keerthy P,safely packed. no leakage,safely packed. no leakage,safely packed no leakage,"['safely', 'packed', 'leakage']"
Dettol Antibacterial Surface Disinfectant Spray 500Ml,Cleaning,5.0,Buddhi J,The Best Product. Love to buy again. Delivered items fast and safely .Big thanks to Daraz team & Reckitt .Wishing you both companies a lot of success.,The Best Product. Love to buy again. Delivered items fast and safely .Big thanks to Daraz team & Reckitt .Wishing you both companies a lot of success.,the best product love to buy again delivered items fast and safely big thanks to daraz team  reckitt wishing you both companies a lot of success,"['best', 'product', 'love', 'buy', 'delivered', 'items', 'fast', 'safely', 'big', 'thanks', 'daraz', 'team', 'reckitt', 'wishing', 'companies', 'lot', 'success']"
Dettol Antibacterial Surface Disinfectant Spray 500Ml,Cleaning,1.0,Kumar J,Not satisfied bcz the lid has broken ,Not satisfied bcz the lid has broken ,not satisfied bcz the lid has broken ,"['satisfied', 'bcz', 'lid', 'broken']"
Dettol Antibacterial Surface Disinfectant Spray 500Ml,Cleaning,3.0,Kumari P,Good product. Marked price 380/= charged me Rs 400/=,Good product. Marked price 380/= charged me Rs 400/=,good product marked price 380/ charged me rs 400/,"['good', 'product', 'marked', 'price', '380/', 'charged', 'rs', '400/']"
Dettol Antibacterial Surface Disinfectant Spray 500Ml,Cleaning,5.0,Ishq ,I got it today. best product and best price . free delivered . Thank you very much .☺☺,I got it today. best product and best price . free delivered . Thank you very much .smiling facesmiling face,i got it today best product and best price  free delivered  thank you very much smiling facesmiling face,"['got', 'today', 'best', 'product', 'best', 'price', 'free', 'delivered', 'thank', 'much', 'smiling', 'facesmiling', 'face']"
Dettol Antibacterial Surface Disinfectant Spray 500Ml,Cleaning,4.0,Shehan,Good product. Marked price 380/= charged me Rs 400/=,Good product. Marked price 380/= charged me Rs 400/=,good product marked price 380/ charged me rs 400/,"['good', 'product', 'marked', 'price', '380/', 'charged', 'rs', '400/']"
Dettol Antibacterial Surface Disinfectant Spray 500Ml,Cleaning,4.0,Raj,A little bit had been leaked when I received although wrapped well.. But product is recommended.. ,A little bit had been leaked when I received although wrapped well.. But product is recommended.. ,a little bit had been leaked when i received although wrapped well but product is recommended ,"['little', 'bit', 'leaked', 'received', 'although', 'wrapped', 'well', 'product', 'recommended']"
Dettol Antibacterial Surface Disinfectant Spray 500Ml,Cleaning,3.0,Loshan C,Still to be used. Good price. Securely packaged.,Still to be used. Good price. Securely packaged.,still to be used good price securely packaged,"['still', 'used', 'good', 'price', 'securely', 'packaged']"
Dettol Antibacterial Surface Disinfectant Spray 500Ml,Cleaning,5.0,Nisal Y,Yes. Of course I encouraged this product. Thank you so much for your fast delivery and best packaging.,Yes. Of course I encouraged this product. Thank you so much for your fast delivery and best packaging.,yes of course i encouraged this product thank you so much for your fast delivery and best packaging,"['yes', 'course', 'encouraged', 'product', 'thank', 'much', 'fast', 'delivery', 'best', 'packaging']"
Dettol Antibacterial Surface Disinfectant Spray 500Ml,Cleaning,5.0,Ishan A,Safety Package.... And quality item 🤜🤛 Thanks,Safety Package.... And quality item right-facing fistleft-facing fist Thanks,safety package and quality item rightfacing fistleftfacing fist thanks,"['safety', 'package', 'quality', 'item', 'rightfacing', 'fistleftfacing', 'fist', 'thanks']"
Dettol Antibacterial Surface Disinfectant Spray 500Ml,Cleaning,5.0,DT4ever,Hi dettol spray is useful to me. Thank you. Packaging method also. Good,Hi dettol spray is useful to me. Thank you. Packaging method also. Good,hi dettol spray is useful to me thank you packaging method also good,"['hi', 'dettol', 'spray', 'useful', 'thank', 'packaging', 'method', 'also', 'good']"
Dettol Antibacterial Surface Disinfectant Spray 500Ml,Cleaning,5.0,Yomal M,Nicely wrapped and sent in a box 👍 thanks seller ,Nicely wrapped and sent in a box thumbs up thanks seller ,nicely wrapped and sent in a box thumbs up thanks seller ,"['nicely', 'wrapped', 'sent', 'box', 'thumbs', 'thanks', 'seller']"
Dettol Antibacterial Surface Disinfectant Spray 500Ml,Cleaning,5.0,Sharmila S,An excellent service. highly recommended ,An excellent service. highly recommended ,an excellent service highly recommended ,"['excellent', 'service', 'highly', 'recommended']"
Domestos Sink & Pipe Unblocker 500Ml,Cleaning,5.0,Buddhi J,The Best Product.Delivered items fast and safely .Big thanks to Daraz team & Unilever Company .Wishing you both companies a lot of success.,The Best Product.Delivered items fast and safely .Big thanks to Daraz team & Unilever Company .Wishing you both companies a lot of success.,the best productdelivered items fast and safely big thanks to daraz team  unilever company wishing you both companies a lot of success,"['best', 'productdelivered', 'items', 'fast', 'safely', 'big', 'thanks', 'daraz', 'team', 'unilever', 'company', 'wishing', 'companies', 'lot', 'success']"
Domestos Sink & Pipe Unblocker 500Ml,Cleaning,5.0,Sajitha W,Fast Delivery Delivered within One Day Well Packed Not Leaked Any Liquid Bottle Seller Recommended,Fast Delivery Delivered within One Day Well Packed Not Leaked Any Liquid Bottle Seller Recommended,fast delivery delivered within one day well packed not leaked any liquid bottle seller recommended,"['fast', 'delivery', 'delivered', 'within', 'one', 'day', 'well', 'packed', 'leaked', 'liquid', 'bottle', 'seller', 'recommended']"
Domestos Sink & Pipe Unblocker 500Ml,Cleaning,3.0,Thraka R,"the bottle cap was not perfectly closed, therefore liquid was leaked","the bottle cap was not perfectly closed, therefore liquid was leaked",the bottle cap was not perfectly closed therefore liquid was leaked,"['bottle', 'cap', 'perfectly', 'closed', 'therefore', 'liquid', 'leaked']"
Domestos Sink & Pipe Unblocker 500Ml,Cleaning,4.0,Shakya T,Thank you for the fast & good service.keep up the good work 👏,Thank you for the fast & good service.keep up the good work clapping hands,thank you for the fast  good servicekeep up the good work clapping hands,"['thank', 'fast', 'good', 'servicekeep', 'good', 'work', 'clapping', 'hands']"
Domestos Sink & Pipe Unblocker 500Ml,Cleaning,4.0,Hilmi,Good product. Recommended,Good product. Recommended,good product recommended,"['good', 'product', 'recommended']"
Domestos Sink & Pipe Unblocker 500Ml,Cleaning,5.0,Sameera V,Good discount price,Good discount price,good discount price,"['good', 'discount', 'price']"
Domestos Sink & Pipe Unblocker 500Ml,Cleaning,3.0,Nipuna W,Well packed. Difficult to unpack too😇. not yet used. Item as described.,Well packed. Difficult to unpack toosmiling face with halo. not yet used. Item as described.,well packed difficult to unpack toosmiling face with halo not yet used item as described,"['well', 'packed', 'difficult', 'unpack', 'toosmiling', 'face', 'halo', 'yet', 'used', 'item', 'described']"
Domestos Sink & Pipe Unblocker 500Ml,Cleaning,4.0,Anoma A,Quick Delivery Quality product Recommending to buy for healthy product,Quick Delivery Quality product Recommending to buy for healthy product,quick delivery quality product recommending to buy for healthy product,"['quick', 'delivery', 'quality', 'product', 'recommending', 'buy', 'healthy', 'product']"
Domestos Sink & Pipe Unblocker 500Ml,Cleaning,4.0,Dr S,"Good item , Excellent packing . Initially it was Rs900 now Rs1200 . What to do ☹️ , day by day price goes up ","Good item , Excellent packing . Initially it was Rs900 now Rs1200 . What to do frowning face , day by day price goes up ",good item  excellent packing  initially it was rs900 now rs1200  what to do frowning face  day by day price goes up ,"['good', 'item', 'excellent', 'packing', 'initially', 'rs900', 'rs1200', 'frowning', 'face', 'day', 'day', 'price', 'goes']"
Domestos Sink & Pipe Unblocker 500Ml,Cleaning,5.0,Virush,Really good product... Worth the price 👍,Really good product... Worth the price thumbs up,really good product worth the price thumbs up,"['really', 'good', 'product', 'worth', 'price', 'thumbs']"
Domestos Sink & Pipe Unblocker 500Ml,Cleaning,5.0,Hashitha K,Good product. Well packed and labelled. ,Good product. Well packed and labelled. ,good product well packed and labelled ,"['good', 'product', 'well', 'packed', 'labelled']"
Domestos Sink & Pipe Unblocker 500Ml,Cleaning,1.0,Sampath,now expensive & over priced,now expensive & over priced,now expensive  over priced,"['expensive', 'priced']"
High Quality Kitchen Cleaner Spray 500ML Foam Cleaner,Cleaning,5.0,Nishan J,Received. Yet to try it out.,Received. Yet to try it out.,received yet to try it out,"['received', 'yet', 'try']"
High Quality Kitchen Cleaner Spray 500ML Foam Cleaner,Cleaning,5.0,Karuna,"Love this kitchen cleaner, and its good in quality too","Love this kitchen cleaner, and its good in quality too",love this kitchen cleaner and its good in quality too,"['love', 'kitchen', 'cleaner', 'good', 'quality']"
High Quality Kitchen Cleaner Spray 500ML Foam Cleaner,Cleaning,5.0,Ram V,"Good kitchen cleaner to have, works","Good kitchen cleaner to have, works",good kitchen cleaner to have works,"['good', 'kitchen', 'cleaner', 'works']"
High Quality Kitchen Cleaner Spray 500ML Foam Cleaner,Cleaning,1.0,Ishan H,Don't take anyone. It doesn't even get the least amount of soap. Doesn't matter. Money was wasted just by lying. It doesn't look like it's on 4tos in the video. I'm going to leave a little more than that. It doesn't make any difference that it's espressed. ,Don't take anyone. It doesn't even get the least amount of soap. Doesn't matter. Money was wasted just by lying. It doesn't look like it's on 4tos in the video. I'm going to leave a little more than that. It doesn't make any difference that it's espressed. ,dont take anyone it doesnt even get the least amount of soap doesnt matter money was wasted just by lying it doesnt look like its on 4tos in the video im going to leave a little more than that it doesnt make any difference that its espressed ,"['dont', 'take', 'anyone', 'doesnt', 'even', 'get', 'least', 'amount', 'soap', 'doesnt', 'matter', 'money', 'wasted', 'lying', 'doesnt', 'look', 'like', '4tos', 'video', 'im', 'going', 'leave', 'little', 'doesnt', 'make', 'difference', 'espressed']"
High Quality Kitchen Cleaner Spray 500ML Foam Cleaner,Cleaning,3.0,Tarus K,Great cleaner!!! good customer service and thanks daraz for quick delivery,Great cleaner!!! good customer service and thanks daraz for quick delivery,great cleaner good customer service and thanks daraz for quick delivery,"['great', 'cleaner', 'good', 'customer', 'service', 'thanks', 'daraz', 'quick', 'delivery']"
High Quality Kitchen Cleaner Spray 500ML Foam Cleaner,Cleaning,4.0,Oshan S,"Excellent kitchen cleaner i have ever bought, worth it","Excellent kitchen cleaner i have ever bought, worth it",excellent kitchen cleaner i have ever bought worth it,"['excellent', 'kitchen', 'cleaner', 'ever', 'bought', 'worth']"
High Quality Kitchen Cleaner Spray 500ML Foam Cleaner,Cleaning,4.0,Diron D,"A must for the kitchen, very much usefull and thanks daraz for quick delivery","A must for the kitchen, very much usefull and thanks daraz for quick delivery",a must for the kitchen very much usefull and thanks daraz for quick delivery,"['must', 'kitchen', 'much', 'usefull', 'thanks', 'daraz', 'quick', 'delivery']"
High Quality Kitchen Cleaner Spray 500ML Foam Cleaner,Cleaning,5.0,Hanus,"Its very usefull, 100% recommended","Its very usefull, 100% recommended",its very usefull 100 recommended,"['usefull', '100', 'recommended']"
High Quality Kitchen Cleaner Spray 500ML Foam Cleaner,Cleaning,4.0,Roshan R,"Perfect for my kitchen, highly recommended","Perfect for my kitchen, highly recommended",perfect for my kitchen highly recommended,"['perfect', 'kitchen', 'highly', 'recommended']"
High Quality Kitchen Cleaner Spray 500ML Foam Cleaner,Cleaning,5.0,Cavi,"Impressive product, superb cleaning, good customer service and i just love it","Impressive product, superb cleaning, good customer service and i just love it",impressive product superb cleaning good customer service and i just love it,"['impressive', 'product', 'superb', 'cleaning', 'good', 'customer', 'service', 'love']"
High Quality Kitchen Cleaner Spray 500ML Foam Cleaner,Cleaning,5.0,Kirsh,I am very please with my purchase,I am very please with my purchase,i am very please with my purchase,"['please', 'purchase']"
High Quality Kitchen Cleaner Spray 500ML Foam Cleaner,Cleaning,5.0,Pavi H,"Just a fantastic cleaner, it takes off all the dirt","Just a fantastic cleaner, it takes off all the dirt",just a fantastic cleaner it takes off all the dirt,"['fantastic', 'cleaner', 'takes', 'dirt']"
High Quality Kitchen Cleaner Spray 500ML Foam Cleaner,Cleaning,5.0,Nimal K,"Superior product, its very usefull","Superior product, its very usefull",superior product its very usefull,"['superior', 'product', 'usefull']"
"Lifebuoy Total 10 Handwash Refill Pouch, 180ml",Cleaning,3.0,Travice J,Product was shipped poorly packed and as result on of the packs had ruptured and spilled majority of its contents. these should be packed in small cardboard boxes tp prevent being crushed during shipping. No point in wasting time to return 1 pack worth Rs 144 bucks. Buyer be aware ...,Product was shipped poorly packed and as result on of the packs had ruptured and spilled majority of its contents. these should be packed in small cardboard boxes tp prevent being crushed during shipping. No point in wasting time to return 1 pack worth Rs 144 bucks. Buyer be aware ...,product was shipped poorly packed and as result on of the packs had ruptured and spilled majority of its contents these should be packed in small cardboard boxes tp prevent being crushed during shipping no point in wasting time to return 1 pack worth rs 144 bucks buyer be aware ,"['product', 'shipped', 'poorly', 'packed', 'result', 'packs', 'ruptured', 'spilled', 'majority', 'contents', 'packed', 'small', 'cardboard', 'boxes', 'tp', 'prevent', 'crushed', 'shipping', 'point', 'wasting', 'time', 'return', '1', 'pack', 'worth', 'rs', '144', 'bucks', 'buyer', 'aware']"
"Lifebuoy Total 10 Handwash Refill Pouch, 180ml",Cleaning,5.0,Rajini A,Good packing and fast shipping received next day Can buy from Daraz mall without any doubts Recommend daraz mall products.,Good packing and fast shipping received next day Can buy from Daraz mall without any doubts Recommend daraz mall products.,good packing and fast shipping received next day can buy from daraz mall without any doubts recommend daraz mall products,"['good', 'packing', 'fast', 'shipping', 'received', 'next', 'day', 'buy', 'daraz', 'mall', 'without', 'doubts', 'recommend', 'daraz', 'mall', 'products']"
"Lifebuoy Total 10 Handwash Refill Pouch, 180ml",Cleaning,5.0,Shehani,"Sealed Box,Safely Packed,Delivery within 24 Hours,Good Customer Service.. Hats off Daraz.Lk & Team","Sealed Box,Safely Packed,Delivery within 24 Hours,Good Customer Service.. Hats off Daraz.Lk & Team",sealed boxsafely packeddelivery within 24 hoursgood customer service hats off darazlk  team,"['sealed', 'boxsafely', 'packeddelivery', 'within', '24', 'hoursgood', 'customer', 'service', 'hats', 'darazlk', 'team']"
"Lifebuoy Total 10 Handwash Refill Pouch, 180ml",Cleaning,1.0,B P,Damage and full leak.. Bad packing.. request refund not yet process ,Damage and full leak.. Bad packing.. request refund not yet process ,damage and full leak bad packing request refund not yet process ,"['damage', 'full', 'leak', 'bad', 'packing', 'request', 'refund', 'yet', 'process']"
"Lifebuoy Total 10 Handwash Refill Pouch, 180ml",Cleaning,4.0,Nipuni R,got it. safly packed and quality products . Thank you daraz .😊😊,got it. safly packed and quality products . Thank you daraz .smiling face with smiling eyessmiling face with smiling eyes,got it safly packed and quality products  thank you daraz smiling face with smiling eyessmiling face with smiling eyes,"['got', 'safly', 'packed', 'quality', 'products', 'thank', 'daraz', 'smiling', 'face', 'smiling', 'eyessmiling', 'face', 'smiling', 'eyes']"
"Lifebuoy Total 10 Handwash Refill Pouch, 180ml",Cleaning,5.0,Mohan S,Great service. Thanks daraz.,Great service. Thanks daraz.,great service thanks daraz,"['great', 'service', 'thanks', 'daraz']"
"Lifebuoy Total 10 Handwash Refill Pouch, 180ml",Cleaning,2.0,N F,Not well packaged. One of the pouches had leaked inside the box and made a huge mess.,Not well packaged. One of the pouches had leaked inside the box and made a huge mess.,not well packaged one of the pouches had leaked inside the box and made a huge mess,"['well', 'packaged', 'one', 'pouches', 'leaked', 'inside', 'box', 'made', 'huge', 'mess']"
"Lifebuoy Total 10 Handwash Refill Pouch, 180ml",Cleaning,4.0,Pak T,Good item. Thank you.,Good item. Thank you.,good item thank you,"['good', 'item', 'thank']"
"Lifebuoy Total 10 Handwash Refill Pouch, 180ml",Cleaning,4.0,Savinda S,very well packed and very fast shipping.. thank you soo much,very well packed and very fast shipping.. thank you soo much,very well packed and very fast shipping thank you soo much,"['well', 'packed', 'fast', 'shipping', 'thank', 'soo', 'much']"
"Lifebuoy Total 10 Handwash Refill Pouch, 180ml",Cleaning,5.0,Arun R,"Properly packed,Recommended Perfect Delivery,thanks Daraz","Properly packed,Recommended Perfect Delivery,thanks Daraz",properly packedrecommended perfect deliverythanks daraz,"['properly', 'packedrecommended', 'perfect', 'deliverythanks', 'daraz']"
"Lifebuoy Total 10 Handwash Refill Pouch, 180ml",Cleaning,5.0,Thunder M,"its really worth for the money ,and fast shipping ","its really worth for the money ,and fast shipping ",its really worth for the money and fast shipping ,"['really', 'worth', 'money', 'fast', 'shipping']"
"Lifebuoy Total 10 Handwash Refill Pouch, 180ml",Cleaning,1.0,Varni H,"2 pouch damaged & can't use, packing not well.","2 pouch damaged & can't use, packing not well.",2 pouch damaged  cant use packing not well,"['2', 'pouch', 'damaged', 'cant', 'use', 'packing', 'well']"
"Lifebuoy Total 10 Handwash Refill Pouch, 180ml",Cleaning,5.0,Amali D,Well packed and delivered safely. Reccomended.,Well packed and delivered safely. Reccomended.,well packed and delivered safely reccomended,"['well', 'packed', 'delivered', 'safely', 'reccomended']"
"Lifebuoy Total 10 Handwash Refill Pouch, 180ml",Cleaning,5.0,Pushpa K,"Genuine product, well packed, Next day delivery. ","Genuine product, well packed, Next day delivery. ",genuine product well packed next day delivery ,"['genuine', 'product', 'well', 'packed', 'next', 'day', 'delivery']"
Nongshim Korean Famous Ramen Noodles Packet,Noodles,5.0,Peter F,Thank you so much for the fast delivery and your customer service is very good,Thank you so much for the fast delivery and your customer service is very good,thank you so much for the fast delivery and your customer service is very good,"['thank', 'much', 'fast', 'delivery', 'customer', 'service', 'good']"
Nongshim Korean Famous Ramen Noodles Packet,Noodles,5.0,Vinumi O,Good product..recommended,Good product..recommended,good productrecommended,"['good', 'productrecommended']"
